address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,business_parking,ambience,categories_array
3149 N Rainbow Blvd,"{""BusinessAcceptsCreditCards"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsPriceRange2"": ""2""}",xQrD1vRQBnSt8AWwismj_g,"""Bubble Tea, Food, Ice Cream & Frozen Yogurt, Coffee & Tea""",Las Vegas,null,0,36.2171931,-115.2449057,THT,89108,4,3,NV,,,"{Bubble Tea,Food,Ice Cream & Frozen Yogurt,Coffee & Tea}"
"6661 W Bell Rd, Ste 108 B","{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""WiFi"": ""u'free'"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsDelivery"": ""False"", ""BikeParking"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""Caters"": ""False"", ""Alcohol"": ""'none'"", ""RestaurantsTakeOut"": ""True""}",EiWOgRl-v7KLV09VaBt1RA,"""Juice Bars & Smoothies, Bubble Tea, Food, Ice Cream & Frozen Yogurt""",Glendale,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-22:0"", ""Saturday"": ""11:0-22:0"", ""Sunday"": ""11:0-21:0""}",0,33.6370916,-112.201447,Yo & I,85308,153,4.5,AZ,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Juice Bars & Smoothies,Bubble Tea,Food,Ice Cream & Frozen Yogurt}"
"3910 S Maryland Pkwy, Ste 9","{""BikeParking"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsDelivery"": ""False"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""WiFi"": ""'free'"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""OutdoorSeating"": ""False"", ""Caters"": ""True"", ""RestaurantsReservations"": ""False"", ""Alcohol"": ""'none'""}",A81a8oV8DAxnGLY2_r8dUQ,"""Bubble Tea, Coffee & Tea, Food, Restaurants, Juice Bars & Smoothies""",Las Vegas,"{""Monday"": ""10:0-22:0"", ""Tuesday"": ""10:0-22:0"", ""Wednesday"": ""10:0-22:0"", ""Thursday"": ""10:0-22:0"", ""Friday"": ""10:0-22:0"", ""Saturday"": ""10:0-22:0"", ""Sunday"": ""10:0-22:0""}",0,36.117898,-115.1368053,Tapioca Express,89119,132,3.5,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Coffee & Tea,Food,Restaurants,Juice Bars & Smoothies}"
"5980 Spring Mountain Rd, Ste 5-C","{""RestaurantsPriceRange2"": ""1"", ""RestaurantsGoodForGroups"": ""True"", ""WheelchairAccessible"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""HasTV"": ""True"", ""BikeParking"": ""True"", ""DogsAllowed"": ""False"", ""RestaurantsTableService"": ""False"", ""OutdoorSeating"": ""False"", ""GoodForKids"": ""True"", ""Alcohol"": ""'none'"", ""Caters"": ""False"", ""RestaurantsDelivery"": ""False"", ""WiFi"": ""u'free'"", ""NoiseLevel"": ""'average'"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""GoodForMeal"": ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsReservations"": ""False""}",HnsGCps7TY3vnC7u4xVEew,"""Juice Bars & Smoothies, Coffee & Tea, Food, Waffles, Ice Cream & Frozen Yogurt, Desserts, Bubble Tea, Restaurants""",Las Vegas,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:0-22:0"", ""Thursday"": ""17:30-22:0"", ""Friday"": ""17:0-22:0"", ""Saturday"": ""17:0-22:0"", ""Sunday"": ""12:0-22:0""}",0,36.1255259,-115.2232727,Bubble Mixology,89146,67,4,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Juice Bars & Smoothies,Coffee & Tea,Food,Waffles,Ice Cream & Frozen Yogurt,Desserts,Bubble Tea,Restaurants}"
5651-26 Steeles Avenue E,"{""GoodForKids"": ""None"", ""RestaurantsTakeOut"": ""None"", ""RestaurantsGoodForGroups"": ""None"", ""RestaurantsPriceRange2"": ""2"", ""OutdoorSeating"": ""False"", ""WiFi"": ""u'no'"", ""Caters"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",qmBs5OyEblACv5q8bb-eww,"""Food, Bubble Tea, Coffee & Tea, Restaurants""",Toronto,"{""Monday"": ""11:30-23:0"", ""Tuesday"": ""11:30-23:0"", ""Wednesday"": ""11:30-23:0"", ""Thursday"": ""11:30-23:0"", ""Friday"": ""11:30-23:0"", ""Saturday"": ""12:0-23:30"", ""Sunday"": ""12:0-23:0""}",1,43.831541,-79.264672,PannTea,M1V 5P6,15,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea,Coffee & Tea,Restaurants}"
"303 Centre Street SW, Suite 106A","{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",qD3SlvpVg_wfjaXv4KoI4w,"""Food, Bubble Tea""",Calgary,"{""Monday"": ""11:0-22:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""11:0-23:0"", ""Sunday"": ""11:0-22:0""}",1,51.050126,-114.0632207,Gong Cha,T2G 2B9,6,4.5,AB,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea}"
"135 Harwood Avenue N, Unit B202","{""RestaurantsGoodForGroups"": ""True"", ""GoodForKids"": ""True"", ""NoiseLevel"": ""u'quiet'"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""BikeParking"": ""False"", ""HasTV"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsDelivery"": ""False"", ""RestaurantsReservations"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""Alcohol"": ""u'none'"", ""RestaurantsTableService"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""WiFi"": ""u'free'""}",fbJzViakV5GK5T1LWcFGbQ,"""Food, Vietnamese, Asian Fusion, Bubble Tea, Restaurants, Coffee & Tea""",Ajax,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Sunday"": ""11:0-19:0""}",1,43.863555,-79.02512,Purple Bubble Asian Cuisine,L1Z 1E8,24,3.5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Food,Vietnamese,Asian Fusion,Bubble Tea,Restaurants,Coffee & Tea}"
"328 Centre Street SE, Suite 102","{""OutdoorSeating"": ""False"", ""RestaurantsTakeOut"": ""True"", ""Alcohol"": ""u'none'"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""Caters"": ""True"", ""WiFi"": ""'free'"", ""BikeParking"": ""True""}",j7E97Y6gTUxv4BF2v15JJA,"""Bubble Tea, Food, Coffee & Tea""",Calgary,null,1,51.0496097587,-114.0625572822,Chatime,T2M 2R3,38,3.5,AB,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Food,Coffee & Tea}"
"2000 N Neil St, Ste 714","{""RestaurantsAttire"": ""'casual'"", ""RestaurantsTakeOut"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsReservations"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""GoodForKids"": ""True"", ""RestaurantsDelivery"": ""False"", ""BikeParking"": ""False""}",TQg3tu8U3x8OaC2R4KKh7g,"""Ice Cream & Frozen Yogurt, Creperies, Bubble Tea, Food, Juice Bars & Smoothies, Restaurants""",Champaign,"{""Monday"": ""10:0-21:0"", ""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""10:0-21:0"", ""Thursday"": ""10:0-21:0"", ""Friday"": ""10:0-21:0"", ""Saturday"": ""10:0-21:0"", ""Sunday"": ""11:0-18:0""}",0,40.1411129848,-88.2446333333,Mango Mango Creamery,61820,7,4,IL,,,"{Ice Cream & Frozen Yogurt,Creperies,Bubble Tea,Food,Juice Bars & Smoothies,Restaurants}"
"2268 E Williams Field Rd, Ste 108","{""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsTakeOut"": ""False"", ""WiFi"": ""u'free'""}",j1CHtGmeuDy1Yva1fLU4lw,"""Ice Cream & Frozen Yogurt, Bubble Tea, Desserts, Food, Juice Bars & Smoothies""",Gilbert,"{""Monday"": ""12:0-20:0"", ""Tuesday"": ""12:0-20:0"", ""Wednesday"": ""12:0-20:0"", ""Thursday"": ""12:0-20:0"", ""Friday"": ""11:0-22:0"", ""Saturday"": ""11:0-22:0"", ""Sunday"": ""12:0-19:0""}",1,33.310810000000004,-111.741572,Crazy 4 Churros,85295,14,4.5,AZ,,,"{Ice Cream & Frozen Yogurt,Bubble Tea,Desserts,Food,Juice Bars & Smoothies}"
611 Yonge Street,"{""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",AAb0t_tkNEEOiXnKTwcN3g,"""Bubble Tea, Food""",Toronto,"{""Monday"": ""11:30-23:0"", ""Tuesday"": ""11:30-23:0"", ""Wednesday"": ""11:30-23:0"", ""Thursday"": ""11:30-23:0"", ""Friday"": ""11:30-23:0"", ""Saturday"": ""11:30-23:0"", ""Sunday"": ""11:30-23:0""}",1,43.6668966,-79.3852105,Happy Lemon,M4Y 1Z5,34,3.5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Food}"
372 Yonge Street,"{""WiFi"": ""'free'"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Caters"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",0fhaHYT_NR2_qB3DIC2i_Q,"""Bubble Tea, Food, Tea Rooms, Juice Bars & Smoothies""",Toronto,"{""Monday"": ""11:30-23:0"", ""Tuesday"": ""11:30-23:0"", ""Wednesday"": ""11:30-23:0"", ""Thursday"": ""11:30-23:0"", ""Friday"": ""11:30-0:0"", ""Saturday"": ""11:30-0:0"", ""Sunday"": ""11:30-23:0""}",1,43.6587236,-79.3823022,CoCo Fresh Tea & Juice,M5B 1S6,29,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Food,Tea Rooms,Juice Bars & Smoothies}"
"20 Bur Oak Avenue, Unit B12","{""WiFi"": ""'free'"", ""BikeParking"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""Caters"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""2""}",6FeAeooUDp5z6PeGqmHz8w,"""Bubble Tea, Food, Tea Rooms""",Markham,"{""Monday"": ""11:0-22:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-0:0"", ""Saturday"": ""11:0-0:0"", ""Sunday"": ""11:0-22:0""}",1,43.8888717,-79.3156616,The Alley Bur Oak,L6C 0A2,27,3.5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Food,Tea Rooms}"
"450 Fremont St, Ste 101","{""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""WiFi"": ""u'no'"", ""WheelchairAccessible"": ""True"", ""Caters"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}""}",be_HDTc0Gy6dKWoWq_o7UQ,"""Coffee & Tea, Juice Bars & Smoothies, Bubble Tea, Food""",Las vegas,"{""Monday"": ""11:0-23:0"", ""Tuesday"": ""11:0-23:0"", ""Wednesday"": ""11:0-23:0"", ""Thursday"": ""11:0-23:0"", ""Friday"": ""11:0-1:0"", ""Saturday"": ""11:0-1:0"", ""Sunday"": ""11:0-23:0""}",0,36.1699879,-115.1406844,Tbaar,89101,9,3,NV,"{""lot"": ""FALSE"", ""valet"": ""TRUE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Coffee & Tea,Juice Bars & Smoothies,Bubble Tea,Food}"
"8339 Kennedy Road, Unit 2109","{""RestaurantsTableService"": ""True"", ""GoodForKids"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsAttire"": ""'casual'"", ""Alcohol"": ""u'none'"", ""GoodForMeal"": ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsDelivery"": ""False"", ""NoiseLevel"": ""u'average'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""BikeParking"": ""True"", ""RestaurantsReservations"": ""False"", ""HasTV"": ""False"", ""OutdoorSeating"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""WiFi"": ""'no'"", ""DriveThru"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsGoodForGroups"": ""False""}",f1ekudjT4wtVZBcI_GIcFA,"""Restaurants, Fast Food, Food, Desserts, Bubble Tea""",Markham,"{""Monday"": ""11:30-22:30"", ""Tuesday"": ""11:30-22:30"", ""Wednesday"": ""11:30-22:30"", ""Thursday"": ""11:30-22:30"", ""Friday"": ""11:30-22:30"", ""Saturday"": ""11:30-22:30"", ""Sunday"": ""11:30-22:30""}",1,43.8573341431,-79.3040560202,Pop Up House,L3R 1J5,43,3.5,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Restaurants,Fast Food,Food,Desserts,Bubble Tea}"
13353 Snow Rd,"{""RestaurantsTakeOut"": ""False"", ""BikeParking"": ""False"", ""Caters"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsPriceRange2"": ""2""}",14h1Qyp5MjJEw-VdlYzVcw,"""Food, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Bubble Tea""",Brook Park,"{""Monday"": ""12:0-22:30"", ""Tuesday"": ""12:0-22:30"", ""Wednesday"": ""12:0-22:30"", ""Thursday"": ""12:0-22:30"", ""Friday"": ""12:0-22:30"", ""Saturday"": ""12:0-22:30"", ""Sunday"": ""12:0-22:30""}",1,41.4047038,-81.7847441,Charlie & Tango,44142,12,4.5,OH,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Juice Bars & Smoothies,Ice Cream & Frozen Yogurt,Bubble Tea}"
"2531 S Gilbert Rd, Ste 104","{""BusinessAcceptsCreditCards"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""WiFi"": ""u'free'"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""False"", ""WheelchairAccessible"": ""True"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", ""Caters"": ""False"", ""RestaurantsPriceRange2"": ""1""}",piN7IHBo7S5rY6o4ztaCUg,"""Food, Bubble Tea, Coffee & Tea, Juice Bars & Smoothies""",Gilbert,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-21:30"", ""Saturday"": ""11:0-21:30"", ""Sunday"": ""11:0-20:30""}",1,33.30394,-111.78885,Boba Bliss,85295,77,4.5,AZ,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea,Coffee & Tea,Juice Bars & Smoothies}"
"601 S 6th St, Ste 105","{""BusinessAcceptsBitcoin"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""WheelchairAccessible"": ""True"", ""Caters"": ""True"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""DogsAllowed"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""BusinessParking"": ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",Epr8Ft7LwYAzotFwxQX6uw,"""Desserts, Restaurants, Bubble Tea, Taiwanese, Food""",Champaign,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:30-22:30"", ""Wednesday"": ""12:0-21:0"", ""Thursday"": ""12:0-21:0"", ""Friday"": ""12:0-21:0"", ""Saturday"": ""12:0-23:0"", ""Sunday"": ""12:0-23:0""}",1,40.111167,-88.230671,Latea Bubble Tea Lounge,61820,67,4,IL,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""TRUE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Desserts,Restaurants,Bubble Tea,Taiwanese,Food}"
10625 Creditview Road,"{""RestaurantsPriceRange2"": ""2"", ""WiFi"": ""u'free'"", ""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""WheelchairAccessible"": ""True"", ""OutdoorSeating"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""Caters"": ""True""}",Ocv3uSD24ywmftZ5dHa7mg,"""Coffee & Tea, Tea Rooms, Bubble Tea, Food""",Brampton,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-20:0"", ""Wednesday"": ""11:0-20:0"", ""Thursday"": ""11:0-20:0"", ""Friday"": ""11:0-22:0"", ""Saturday"": ""11:0-22:0"", ""Sunday"": ""11:0-19:0""}",1,43.689905,-79.8347033,Bean & Pearl,L7A 0T4,31,4,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Coffee & Tea,Tea Rooms,Bubble Tea,Food}"
4126 S Rainbow Blvd,"{""WiFi"": ""u'free'"", ""BusinessAcceptsCreditCards"": ""True"", ""BikeParking"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""GoodForKids"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsReservations"": ""False"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""Alcohol"": ""'none'"", ""OutdoorSeating"": ""True"", ""HasTV"": ""True"", ""Caters"": ""False"", ""NoiseLevel"": ""'quiet'"", ""RestaurantsDelivery"": ""False""}",ij7p-hbzxWCPTCj9HA8iwA,"""Juice Bars & Smoothies, Coffee & Tea, Sandwiches, Bubble Tea, Restaurants, Food""",Las Vegas,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-19:0"", ""Wednesday"": ""11:0-19:0"", ""Thursday"": ""11:0-19:0"", ""Friday"": ""11:0-19:0"", ""Saturday"": ""11:0-19:0"", ""Sunday"": ""11:0-18:0""}",0,36.113229,-115.24165,Boba City Cafe,89103,94,4,NV,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Juice Bars & Smoothies,Coffee & Tea,Sandwiches,Bubble Tea,Restaurants,Food}"
Scottsdale Fashion Square Mall,"{""RestaurantsTakeOut"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""BikeParking"": ""True"", ""WheelchairAccessible"": ""True"", ""Caters"": ""False"", ""BusinessParking"": ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",UtlNRoqB_n-u9WoXIgnIUA,"""Bubble Tea, Food""",Scottsdale,"{""Monday"": ""10:0-21:0"", ""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""10:0-21:0"", ""Thursday"": ""10:0-21:0"", ""Friday"": ""10:0-21:0"", ""Saturday"": ""10:0-21:0"", ""Sunday"": ""11:0-18:0""}",1,33.5036234621,-111.928803809,Boba Tea Company,85251,103,3,AZ,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""TRUE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Food}"
"30 Eglinton Avenue W, Suite 6","{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""BusinessAcceptsCreditCards"": ""True"", ""Caters"": ""True"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""WheelchairAccessible"": ""False"", ""WiFi"": ""u'free'"", ""OutdoorSeating"": ""False""}",X_Pg8SvGGYhCxwWRkrUv3Q,"""Food, Cafes, Restaurants, Juice Bars & Smoothies, Coffee & Tea, Bubble Tea""",Mississauga,"{""Monday"": ""12:0-23:0"", ""Tuesday"": ""12:0-23:0"", ""Wednesday"": ""12:0-23:0"", ""Thursday"": ""12:0-23:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""12:0-23:0""}",1,43.6055365,-79.6529012,CoCo,L5R 3E7,82,4,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Cafes,Restaurants,Juice Bars & Smoothies,Coffee & Tea,Bubble Tea}"
7 Cathedral High Street,"{""RestaurantsPriceRange2"": ""1"", ""WiFi"": ""u'free'"", ""OutdoorSeating"": ""False"", ""DogsAllowed"": ""True"", ""WheelchairAccessible"": ""True"", ""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""Caters"": ""False""}",vkK5P8VFzSjzv5mJ822mNw,"""Specialty Food, Bubble Tea, Fruits & Veggies, Farmers Market, Coffee & Tea, Food, Taiwanese, Ice Cream & Frozen Yogurt, Restaurants""",Markham,"{""Monday"": ""14:0-19:0"", ""Wednesday"": ""14:0-19:0"", ""Thursday"": ""14:0-19:0"", ""Friday"": ""14:0-19:0"", ""Saturday"": ""14:0-19:0"", ""Sunday"": ""14:0-19:0""}",1,43.8928312,-79.3779278,Snack Time,L6C 0N9,3,3.5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Specialty Food,Bubble Tea,Fruits & Veggies,Farmers Market,Coffee & Tea,Food,Taiwanese,Ice Cream & Frozen Yogurt,Restaurants}"
